,N,p_left,p_right
1644390100000.0,3,0.3333333333333333,0.6666666666666666
1644390200000.0,4,0.25,0.75
1644390300000.0,7,0.8571428571428571,0.14285714285714285
1644390400000.0,9,0.6666666666666666,0.3333333333333333
1644391270400.0,1,0.0,1.0
1644391459800.0,2,0.5,0.5
1644391780200.0,23,0.7391304347826086,0.2608695652173913
1644392515300.0,8,1.0,0.0
1644392736100.0,44,0.6363636363636364,0.36363636363636365
1644392836100.0,51,0.6666666666666666,0.3333333333333333
1644393124700.0,53,0.7169811320754716,0.2830188679245283
1644393652000.0,125,0.784,0.216
1644394280700.0,11,0.6363636363636364,0.36363636363636365
1644394866000.0,10,0.7,0.3
1644394966000.0,12,0.4166666666666667,0.5833333333333334
1644395327600.0,23,0.7391304347826086,0.2608695652173913
1644395536000.0,51,0.6666666666666666,0.3333333333333333
1644395988900.0,23,0.6956521739130435,0.30434782608695654
1644396088900.0,31,0.7741935483870968,0.22580645161290322
1644396382800.0,7,1.0,0.0
1644396482800.0,17,0.4117647058823529,0.5882352941176471
1644396702900.0,13,0.46153846153846156,0.5384615384615384
1644396802900.0,14,0.42857142857142855,0.5714285714285714
1644396902900.0,14,0.5,0.5
1644397002900.0,16,0.25,0.75
1644447600000.0,2,1.0,0.0
1644447700000.0,3,0.3333333333333333,0.6666666666666666
1644447833900.0,2,1.0,0.0
1644447990800.0,3,1.0,0.0
1644448090800.0,6,0.6666666666666666,0.3333333333333333
1644448251100.0,5,1.0,0.0
1644448351100.0,7,1.0,0.0
1644449313400.0,2,1.0,0.0
1644451449000.0,1,1.0,0.0
1644451722100.0,3,0.0,1.0
1644456605600.0,1,0.0,1.0
1644456746100.0,2,0.0,1.0
1644457242600.0,1,1.0,0.0
1644457342600.0,1,1.0,0.0
1644457497600.0,1,1.0,0.0
1644457597600.0,2,1.0,0.0
1644457697600.0,3,1.0,0.0
1644457797600.0,4,1.0,0.0
1644457897600.0,5,0.6,0.4
1644458412300.0,1,1.0,0.0
1644463780000.0,1,1.0,0.0
1644465645100.0,1,1.0,0.0
1644466163800.0,1,1.0,0.0
1644466265000.0,1,1.0,0.0
1644466366500.0,1,1.0,0.0
1644466584100.0,2,1.0,0.0
1644466758100.0,2,1.0,0.0
1644466858100.0,5,1.0,0.0
1644466958100.0,4,0.75,0.25
1644467058100.0,6,0.6666666666666666,0.3333333333333333
1644467249200.0,5,0.8,0.2
1644467665700.0,1,1.0,0.0
1644468379900.0,1,1.0,0.0
1644469570700.0,1,1.0,0.0
1644469908700.0,4,1.0,0.0
1644470015200.0,3,0.0,1.0
1644471428400.0,1,1.0,0.0
1644471668300.0,2,1.0,0.0
1644471768300.0,6,0.8333333333333334,0.16666666666666666
1644471868300.0,5,0.8,0.2
1644472399400.0,1,1.0,0.0
1644472517000.0,2,1.0,0.0
1644472617000.0,5,1.0,0.0
1644472800000.0,7,0.7142857142857143,0.2857142857142857
1644472900000.0,4,1.0,0.0
1644473209500.0,6,0.5,0.5
1644473435700.0,7,0.42857142857142855,0.5714285714285714
1644473535700.0,19,0.7368421052631579,0.2631578947368421
1644473855300.0,3,1.0,0.0
1644473981800.0,3,1.0,0.0
1644474081800.0,2,1.0,0.0
1644474181800.0,4,1.0,0.0
1644474343100.0,5,0.8,0.2
1644474443100.0,9,0.8888888888888888,0.1111111111111111
1644474801700.0,61,0.6885245901639344,0.3114754098360656
1644475044200.0,67,0.7910447761194029,0.208955223880597
1644475273600.0,18,0.8333333333333334,0.16666666666666666
1644475662800.0,7,0.5714285714285714,0.42857142857142855
1644476049300.0,2,1.0,0.0
1644476164300.0,2,1.0,0.0
1644476266800.0,4,0.5,0.5
1644476400000.0,4,0.5,0.5
1644476500000.0,10,0.4,0.6
1644476600000.0,18,0.8333333333333334,0.16666666666666666
1644476723300.0,35,0.6,0.4
1644477559800.0,1,1.0,0.0
1644477659800.0,5,0.6,0.4
1644477873200.0,8,1.0,0.0
1644477973200.0,11,1.0,0.0
1644478073200.0,14,1.0,0.0
1644478891100.0,23,0.8260869565217391,0.17391304347826086
1644479307900.0,21,0.8571428571428571,0.14285714285714285
1644479710200.0,12,0.9166666666666666,0.08333333333333333
1644479810200.0,14,1.0,0.0
1644479910200.0,25,0.88,0.12
1644480137100.0,189,0.6402116402116402,0.35978835978835977
1644480680300.0,11,0.6363636363636364,0.36363636363636365
1644481254100.0,2,0.5,0.5
1644481473500.0,2,0.5,0.5
1644481573500.0,7,0.7142857142857143,0.2857142857142857
1644481673500.0,13,0.7692307692307693,0.23076923076923078
1644481773500.0,25,0.72,0.28
1644482415800.0,15,0.6666666666666666,0.3333333333333333
1644482515800.0,23,0.6086956521739131,0.391304347826087
1644482624600.0,28,0.7857142857142857,0.21428571428571427
1644483089500.0,6,1.0,0.0
1644483189500.0,15,0.9333333333333333,0.06666666666666667
1644483503700.0,20,0.75,0.25
1644534000000.0,3,0.6666666666666666,0.3333333333333333
1644534272700.0,1,1.0,0.0
1644534372700.0,2,1.0,0.0
1644534472700.0,2,1.0,0.0
1644534572700.0,4,1.0,0.0
1644534757100.0,5,1.0,0.0
1644534857100.0,7,0.7142857142857143,0.2857142857142857
1644535592500.0,8,0.875,0.125
1644537911800.0,1,1.0,0.0
1644552045200.0,1,1.0,0.0
1644552267400.0,2,0.0,1.0
1644552814700.0,1,1.0,0.0
1644553010200.0,3,1.0,0.0
1644553340800.0,1,1.0,0.0
1644553688900.0,1,1.0,0.0
1644553951900.0,1,1.0,0.0
1644555097900.0,1,1.0,0.0
1644556088900.0,1,1.0,0.0
1644556217300.0,2,1.0,0.0
1644556361000.0,2,0.0,1.0
1644557201800.0,2,0.5,0.5
1644557659500.0,1,1.0,0.0
1644557759500.0,1,1.0,0.0
1644557859500.0,2,0.5,0.5
1644557959500.0,7,1.0,0.0
1644558143500.0,6,1.0,0.0
1644558243500.0,8,0.875,0.125
1644559200000.0,1,1.0,0.0
1644559479800.0,1,1.0,0.0
1644559646800.0,20,0.6,0.4
1644559846500.0,6,0.8333333333333334,0.16666666666666666
1644559946500.0,21,0.9047619047619048,0.09523809523809523
1644560283400.0,1,0.0,1.0
1644560474200.0,2,0.5,0.5
1644560574200.0,6,0.6666666666666666,0.3333333333333333
1644560674200.0,6,0.6666666666666666,0.3333333333333333
1644560774200.0,9,0.5555555555555556,0.4444444444444444
1644560874200.0,18,0.6666666666666666,0.3333333333333333
1644560974200.0,28,0.7142857142857143,0.2857142857142857
1644561399800.0,14,0.8571428571428571,0.14285714285714285
1644561629100.0,11,0.9090909090909091,0.09090909090909091
1644561952800.0,5,1.0,0.0
1644562822000.0,1,1.0,0.0
1644562999000.0,1,1.0,0.0
1644563099000.0,4,1.0,0.0
1644563430400.0,23,0.8260869565217391,0.17391304347826086
1644563530400.0,30,0.8666666666666667,0.13333333333333333
1644563890000.0,41,0.8780487804878049,0.12195121951219512
1644564220100.0,3,0.6666666666666666,0.3333333333333333
1644564320100.0,8,1.0,0.0
1644564420100.0,9,0.8888888888888888,0.1111111111111111
1644564520100.0,14,0.7142857142857143,0.2857142857142857
1644565813600.0,1,0.0,1.0
1644565913600.0,1,0.0,1.0
1644566013600.0,2,0.0,1.0
1644566113600.0,3,0.0,1.0
1644566213600.0,9,0.4444444444444444,0.5555555555555556
1644566313600.0,13,0.46153846153846156,0.5384615384615384
1644566599900.0,101,0.8415841584158416,0.15841584158415842
1644567306800.0,9,0.5555555555555556,0.4444444444444444
1644567729100.0,20,0.55,0.45
1644567829100.0,24,0.4583333333333333,0.5416666666666666
1644568118000.0,42,0.8095238095238095,0.19047619047619047
1644568218000.0,61,0.8360655737704918,0.16393442622950818
1644568318000.0,62,0.8064516129032258,0.1935483870967742
1644568418000.0,69,0.8260869565217391,0.17391304347826086
1644568518000.0,74,0.8243243243243243,0.17567567567567569
1644568868200.0,18,0.6666666666666666,0.3333333333333333
1644569088000.0,56,0.6428571428571429,0.35714285714285715
1644569432300.0,116,0.6637931034482759,0.33620689655172414
1644569745300.0,50,0.62,0.38
1644569850400.0,69,0.6956521739130435,0.30434782608695654
1644620400000.0,3,0.3333333333333333,0.6666666666666666
1644620500000.0,6,0.6666666666666666,0.3333333333333333
1644620723300.0,4,0.75,0.25
1644620823300.0,15,1.0,0.0
1644621010600.0,10,1.0,0.0
1644621134700.0,8,1.0,0.0
1644622020200.0,1,1.0,0.0
1644622267400.0,1,1.0,0.0
1644622480000.0,2,1.0,0.0
1644622652300.0,2,0.5,0.5
1644622752300.0,8,0.875,0.125
1644624009700.0,1,1.0,0.0
1644624110000.0,1,0.0,1.0
1644624210000.0,1,0.0,1.0
1644624310000.0,1,0.0,1.0
1644624410000.0,1,0.0,1.0
1644626239300.0,1,1.0,0.0
1644626339300.0,1,1.0,0.0
1644638182700.0,1,1.0,0.0
1644640985200.0,1,0.0,1.0
1644642000000.0,1,1.0,0.0
1644642194300.0,1,0.0,1.0
1644642685600.0,2,1.0,0.0
1644642785600.0,3,1.0,0.0
1644642885600.0,2,1.0,0.0
1644642985600.0,2,1.0,0.0
1644643085600.0,2,1.0,0.0
1644644368600.0,4,1.0,0.0
1644645600000.0,4,0.25,0.75
1644645700000.0,1,1.0,0.0
1644645800000.0,3,1.0,0.0
1644646185700.0,3,1.0,0.0
1644646285700.0,3,1.0,0.0
1644646385700.0,3,1.0,0.0
1644646614600.0,2,1.0,0.0
1644646714600.0,3,1.0,0.0
1644647406100.0,2,0.0,1.0
1644648172000.0,2,1.0,0.0
1644648614300.0,1,0.0,1.0
1644648714300.0,3,0.6666666666666666,0.3333333333333333
1644648814300.0,5,0.2,0.8
1644649037800.0,3,0.6666666666666666,0.3333333333333333
1644649200000.0,3,0.6666666666666666,0.3333333333333333
1644649300000.0,3,0.6666666666666666,0.3333333333333333
1644649400000.0,4,0.75,0.25
1644649500000.0,7,0.7142857142857143,0.2857142857142857
1644649600000.0,6,0.5,0.5
1644649831800.0,4,0.75,0.25
1644649931800.0,5,0.8,0.2
1644650779400.0,1,1.0,0.0
1644650961700.0,3,0.0,1.0
1644651061700.0,9,0.6666666666666666,0.3333333333333333
1644651161700.0,31,0.5161290322580645,0.4838709677419355
1644651550600.0,5,0.6,0.4
1644651650600.0,7,0.8571428571428571,0.14285714285714285
1644651750600.0,13,0.7692307692307693,0.23076923076923078
1644652285900.0,1,1.0,0.0
1644652385900.0,3,1.0,0.0
1644652485900.0,3,0.3333333333333333,0.6666666666666666
1644652585900.0,9,0.7777777777777778,0.2222222222222222
1644652685900.0,10,0.8,0.2
1644652838900.0,19,0.631578947368421,0.3684210526315789
1644652938900.0,26,0.6923076923076923,0.3076923076923077
1644653038900.0,29,0.6551724137931034,0.3448275862068966
1644653138900.0,37,0.5945945945945946,0.40540540540540543
1644653545700.0,8,0.75,0.25
1644653645700.0,9,0.7777777777777778,0.2222222222222222
1644653935300.0,1,1.0,0.0
1644654036900.0,5,0.4,0.6
1644654181700.0,7,0.5714285714285714,0.42857142857142855
1644654281700.0,6,0.5,0.5
1644654381700.0,9,0.6666666666666666,0.3333333333333333
1644654481700.0,17,0.4117647058823529,0.5882352941176471
1644654581700.0,25,0.64,0.36
1644654681700.0,36,0.75,0.25
1644655022000.0,6,1.0,0.0
1644655246100.0,5,0.8,0.2
1644655346100.0,6,0.5,0.5
1644655673600.0,3,0.6666666666666666,0.3333333333333333
1644655924900.0,1,1.0,0.0
1644656024900.0,3,1.0,0.0
1644656124900.0,7,1.0,0.0
1644656224900.0,6,1.0,0.0
1644706800000.0,11,0.8181818181818182,0.18181818181818182
1644706900000.0,15,0.5333333333333333,0.4666666666666667
1644707358100.0,10,1.0,0.0
1644707541400.0,5,0.8,0.2
1644707641400.0,14,1.0,0.0
1644708028200.0,8,1.0,0.0
1644708128200.0,8,1.0,0.0
1644708253600.0,9,1.0,0.0
1644708353600.0,11,1.0,0.0
1644708453600.0,12,0.9166666666666666,0.08333333333333333
1644708553600.0,15,0.8,0.2
1644708711300.0,14,0.7857142857142857,0.21428571428571427
1644708811300.0,17,0.8823529411764706,0.11764705882352941
1644708911300.0,18,0.8333333333333334,0.16666666666666666
1644709525300.0,11,1.0,0.0
1644710400000.0,2,1.0,0.0
1644712089800.0,1,1.0,0.0
1644715794300.0,1,0.0,1.0
1644729970100.0,1,1.0,0.0
1644730218900.0,1,1.0,0.0
1644730724900.0,1,1.0,0.0
1644730940700.0,1,1.0,0.0
1644731040700.0,2,1.0,0.0
1644731140700.0,4,1.0,0.0
1644732539100.0,1,1.0,0.0
1644732639100.0,2,0.0,1.0
1644732843200.0,2,0.0,1.0
1644732943200.0,4,0.25,0.75
1644734426000.0,1,1.0,0.0
1644734529500.0,2,0.0,1.0
1644734629500.0,3,1.0,0.0
1644734729500.0,3,1.0,0.0
1644735826100.0,1,1.0,0.0
1644736031300.0,2,0.5,0.5
1644736235700.0,1,1.0,0.0
1644736335700.0,4,1.0,0.0
1644736574200.0,1,1.0,0.0
1644737143300.0,1,0.0,1.0
1644737243300.0,1,0.0,1.0
1644737517300.0,1,0.0,1.0
1644737617300.0,4,0.75,0.25
1644737815600.0,3,0.3333333333333333,0.6666666666666666
1644738036900.0,2,0.5,0.5
1644738136900.0,8,0.5,0.5
1644738807500.0,2,0.5,0.5
1644738907500.0,3,0.6666666666666666,0.3333333333333333
1644739200000.0,3,0.6666666666666666,0.3333333333333333
1644739463300.0,1,0.0,1.0
1644739563300.0,2,0.5,0.5
1644739721100.0,5,0.8,0.2
1644739821100.0,13,0.8461538461538461,0.15384615384615385
1644739921100.0,20,0.8,0.2
1644740238400.0,5,1.0,0.0
1644740468900.0,4,1.0,0.0
1644740568900.0,11,1.0,0.0
1644740668900.0,15,0.7333333333333333,0.26666666666666666
1644740849200.0,43,0.6511627906976745,0.3488372093023256
1644740949200.0,45,0.7111111111111111,0.28888888888888886
1644741049200.0,66,0.7272727272727273,0.2727272727272727
1644741409900.0,2,1.0,0.0
1644741760500.0,2,0.0,1.0
1644742397700.0,1,1.0,0.0
1644742614500.0,2,1.0,0.0
1644742714500.0,6,1.0,0.0
1644793200000.0,6,1.0,0.0
1644793300000.0,2,1.0,0.0
1644793547700.0,1,1.0,0.0
1644793647700.0,9,1.0,0.0
1644793747700.0,5,1.0,0.0
1644793855000.0,5,1.0,0.0
1644793955000.0,9,1.0,0.0
1644796902000.0,1,1.0,0.0
1644809680600.0,1,1.0,0.0
1644812044200.0,1,1.0,0.0
1644812922500.0,1,1.0,0.0
1644814091100.0,1,0.0,1.0
1644814191100.0,3,0.3333333333333333,0.6666666666666666
1644814450100.0,2,0.0,1.0
1644814550100.0,8,0.625,0.375
1644814800000.0,1,1.0,0.0
1644815239300.0,1,0.0,1.0
1644815383800.0,1,1.0,0.0
1644815483800.0,1,1.0,0.0
1644815583800.0,2,0.5,0.5
1644815683800.0,4,0.75,0.25
1644815783800.0,7,0.8571428571428571,0.14285714285714285
1644815918200.0,7,1.0,0.0
1644816018200.0,16,0.75,0.25
1644816118200.0,22,0.7727272727272727,0.22727272727272727
1644816455000.0,4,1.0,0.0
1644816555000.0,5,0.8,0.2
1644816655000.0,12,0.75,0.25
1644817249400.0,2,1.0,0.0
1644817349400.0,6,1.0,0.0
1644817449400.0,7,0.7142857142857143,0.2857142857142857
1644818024100.0,1,1.0,0.0
1644818133500.0,1,1.0,0.0
1644818233500.0,3,1.0,0.0
1644818333500.0,13,0.8461538461538461,0.15384615384615385
1644818400000.0,6,0.6666666666666666,0.3333333333333333
1644818562500.0,1,0.0,1.0
1644818743300.0,35,0.6857142857142857,0.3142857142857143
1644819112100.0,10,1.0,0.0
1644819212100.0,11,1.0,0.0
1644819312100.0,20,0.85,0.15
1644819489900.0,17,1.0,0.0
1644819589900.0,28,0.9285714285714286,0.07142857142857142
1644819689900.0,38,0.9473684210526315,0.05263157894736842
1644820063400.0,13,0.8461538461538461,0.15384615384615385
1644820163400.0,23,0.782608695652174,0.21739130434782608
1644820263400.0,33,0.6666666666666666,0.3333333333333333
1644820642700.0,3,1.0,0.0
1644820742700.0,23,0.5652173913043478,0.43478260869565216
1644820962700.0,8,1.0,0.0
1644821271100.0,2,0.0,1.0
1644821371100.0,8,0.875,0.125
1644821471100.0,12,0.8333333333333334,0.16666666666666666
1644821571100.0,20,0.85,0.15
1644821671100.0,25,0.88,0.12
1644822000000.0,10,0.8,0.2
1644822100000.0,5,0.8,0.2
1644822347000.0,6,0.6666666666666666,0.3333333333333333
1644822708100.0,10,0.8,0.2
1644823112400.0,1,1.0,0.0
1644823292400.0,2,1.0,0.0
1644823392400.0,3,1.0,0.0
1644823492400.0,11,0.7272727272727273,0.2727272727272727
1644823592400.0,18,0.7777777777777778,0.2222222222222222
1644823692400.0,23,0.6521739130434783,0.34782608695652173
1644823792400.0,31,0.6129032258064516,0.3870967741935484
1644824606600.0,61,0.7213114754098361,0.2786885245901639
1644824866600.0,26,0.5384615384615384,0.46153846153846156
1644824966600.0,29,0.3103448275862069,0.6896551724137931
1644825066600.0,37,0.40540540540540543,0.5945945945945946
1644825166600.0,43,0.4186046511627907,0.5813953488372093
1644825266600.0,49,0.4489795918367347,0.5510204081632653
1644825820200.0,221,0.5882352941176471,0.4117647058823529
1644826235700.0,9,0.8888888888888888,0.1111111111111111
1644826523100.0,20,0.65,0.35
1644826623100.0,25,0.36,0.64
1644826723100.0,32,0.71875,0.28125
1644827100300.0,59,0.6949152542372882,0.3050847457627119
1644827618900.0,124,0.5806451612903226,0.41935483870967744
1644828202800.0,18,0.7777777777777778,0.2222222222222222
1644828302800.0,22,0.8636363636363636,0.13636363636363635
1644828402800.0,31,0.7741935483870968,0.22580645161290322
1644828502800.0,44,0.6363636363636364,0.36363636363636365
1644828602800.0,49,0.6122448979591837,0.3877551020408163
1644828845500.0,37,0.3783783783783784,0.6216216216216216
